aircraft_id,time_id,total_flight_hours,total_flight_cycles
XY-LVP,340,2.0,2
XY-LVP,342,5.0,2
XY-LVP,343,1.0,1
XY-LVP,346,6.0,2
XY-LVP,347,5.0,2
XY-LVP,348,1.0,1
XY-LVP,350,4.0,1
XY-LVP,351,6.0,2
XY-LVP,353,5.0,2
XY-LVP,356,2.0,2
XY-LVP,357,7.0,2
XY-LVP,360,1.0,1
XY-LVP,361,4.0,1
XY-LVP,362,3.0,2
XY-LVP,363,4.0,1
XY-LYI,1,6.0,2
XY-LYI,2,11.0,3
XY-LYI,3,6.0,2
XY-LYI,5,12.0,3
XY-LYI,7,7.0,2
XY-LYI,8,6.0,2
XY-LYI,10,6.0,3
XY-LYI,11,5.0,3
XY-LYI,12,3.0,2
XY-LYI,13,9.0,3
XY-LYI,15,10.0,4
XY-LYI,16,8.0,2
XY-LYI,17,5.0,1
XY-LYI,19,8.0,2
XY-LYI,20,9.0,3
XY-LYI,22,1.0,1
XY-LYI,23,1.0,1
XY-LYI,24,5.0,1
XY-LYI,25,6.0,2
XY-LYI,26,3.0,1
XY-LYI,27,6.0,2
XY-LYI,28,15.0,4
XY-LYI,30,3.0,2
XY-LYI,31,1.0,1
XY-LYI,32,6.0,2
XY-LYI,33,5.0,3
XY-LYI,34,1.0,1
XY-LYI,35,6.0,2
XY-LYI,37,2.0,1
XY-LYI,38,3.0,1
XY-LYI,39,3.0,1
XY-LYI,40,3.0,2
XY-LYI,41,4.0,1
XY-LYI,42,3.0,1
XY-LYI,43,4.0,1
XY-LYI,45,1.0,1
XY-LYI,46,3.0,1
XY-LYI,47,5.0,1
XY-LYI,48,6.0,2
XY-LYI,49,2.0,2
XY-LYI,51,13.0,3
XY-LYI,52,5.0,1
XY-LYI,53,5.0,1
XY-LYI,54,4.0,1
XY-LYI,55,2.0,1
XY-LYI,57,4.0,2
XY-LYI,58,3.0,1
XY-LYI,60,4.0,1
XY-LYI,61,1.0,1
XY-LYI,63,5.0,1
XY-LYI,65,2.0,2
XY-LYI,67,6.0,2
XY-LYI,68,3.0,1
XY-LYI,69,7.0,2
XY-LYI,70,10.0,4
XY-LYI,71,5.0,1
XY-LYI,74,8.0,2
XY-LYI,75,7.0,2
XY-LYI,76,1.0,1
XY-LYI,77,5.0,1
XY-LYI,79,3.0,2
XY-LYI,80,3.0,2
XY-LYI,81,4.0,1
XY-LYI,82,9.0,4
XY-LYI,83,9.0,2
XY-LYI,85,5.0,1
XY-LYI,86,3.0,2
XY-LYI,87,3.0,1
XY-LYI,88,4.0,2
XY-LYI,90,1.0,1
XY-LYI,91,4.0,2
XY-LYI,92,3.0,1
XY-LYI,93,5.0,1
XY-LYI,94,9.0,3
XY-LYI,95,6.0,2
XY-LYI,96,4.0,1
XY-LYI,97,6.0,2
XY-LYI,98,4.0,2
XY-LYI,99,3.0,1
XY-LYI,100,5.0,1
XY-LYI,101,6.0,2
XY-LYI,102,1.0,1
XY-LYI,103,4.0,2
XY-LYI,106,1.0,1
XY-LYI,107,5.0,1
XY-LYI,108,3.0,1
XY-LYI,109,7.0,2
XY-LYI,110,2.0,1
XY-LYI,113,5.0,1
XY-LYI,114,2.0,1
XY-LYI,116,6.0,4
XY-LYI,117,10.0,3
XY-LYI,118,8.0,3
XY-LYI,119,1.0,1
XY-LYI,120,1.0,1
XY-LYI,121,6.0,2
XY-LYI,123,2.0,1
XY-LYI,125,5.0,2
XY-LYI,128,2.0,1
XY-LYI,129,5.0,2
XY-LYI,131,7.0,3
XY-LYI,133,1.0,1
XY-LYI,136,3.0,1
XY-LYI,137,6.0,2
XY-LYI,139,1.0,1
XY-LYI,140,5.0,2
XY-LYI,141,4.0,1
XY-LYI,147,3.0,1
XY-LYI,148,3.0,2
XY-LYI,149,2.0,2
XY-LYI,150,1.0,1
XY-LYI,151,2.0,1
XY-LYI,152,5.0,1
XY-LYI,153,2.0,2
XY-LYI,155,1.0,1
XY-LYI,156,4.0,1
XY-LYI,157,2.0,1
XY-LYI,158,2.0,2
XY-LYI,159,13.0,4
XY-LYI,160,2.0,2
XY-LYI,163,3.0,2
XY-LYI,164,3.0,1
XY-LYI,165,5.0,2
XY-LYI,166,9.0,3
XY-LYI,167,7.0,3
XY-LYI,168,1.0,1
XY-LYI,169,5.0,2
XY-LYI,170,5.0,2
XY-LYI,172,1.0,1
XY-LYI,173,4.0,1
XY-LYI,174,3.0,2
XY-LYI,175,5.0,2
XY-LYI,176,6.0,4
XY-LYI,177,3.0,1
XY-LYI,178,13.0,5
XY-LYI,179,2.0,1
XY-LYI,181,8.0,3
XY-LYI,182,10.0,4
XY-LYI,183,2.0,1
XY-LYI,184,6.0,2
XY-LYI,186,7.0,2
XY-LYI,187,4.0,2
XY-LYI,188,4.0,2
XY-LYI,189,8.0,4
XY-LYI,190,5.0,1
XY-LYI,191,8.0,2
XY-LYI,193,3.0,1
XY-LYI,194,10.0,3
XY-LYI,195,2.0,2
XY-LYI,198,3.0,3
XY-LYI,199,2.0,1
XY-LYI,201,4.0,2
XY-LYI,202,2.0,1
XY-LYI,204,4.0,2
XY-LYI,205,11.0,3
XY-LYI,206,3.0,2
XY-LYI,207,4.0,1
XY-LYI,208,2.0,1
XY-LYI,209,5.0,1
XY-LYI,210,3.0,2
XY-LYI,211,1.0,1
XY-LYI,212,2.0,2
XY-LYI,213,1.0,1
XY-LYI,214,3.0,1
XY-LYI,216,10.0,2
XY-LYI,217,2.0,1
XY-LYI,218,12.0,3
XY-LYI,219,5.0,2
XY-LYI,221,5.0,3
XY-LYI,222,4.0,2
XY-LYI,225,1.0,1
XY-LYI,226,2.0,2
XY-LYI,229,3.0,1
XY-LYI,230,2.0,2
XY-LYI,232,10.0,3
XY-LYI,234,5.0,1
XY-LYI,236,5.0,1
XY-LYI,237,8.0,2
XY-LYI,238,10.0,2
XY-LYI,239,4.0,3
XY-LYI,240,4.0,2
XY-LYI,241,4.0,1
XY-LYI,242,3.0,1
XY-LYI,243,1.0,1
XY-LYI,244,2.0,1
XY-LYI,245,7.0,3
XY-LYI,246,3.0,1
XY-LYI,247,3.0,2
XY-LYI,248,6.0,3
XY-LYI,250,8.0,2
XY-LYI,251,1.0,1
XY-LYI,252,8.0,3
XY-LYI,253,6.0,3
XY-LYI,254,2.0,2
XY-LYI,255,1.0,1
XY-LYI,256,1.0,1
XY-LYI,257,1.0,1
XY-LYI,259,2.0,2
XY-LYI,260,2.0,2
XY-LYI,261,1.0,1
XY-LYI,262,4.0,1
XY-LYI,263,8.0,2
XY-LYI,265,1.0,1
XY-LYI,266,8.0,2
XY-LYI,269,3.0,1
XY-LYI,270,5.0,2
XY-LYI,271,10.0,3
XY-LYI,272,4.0,2
XY-LYI,273,6.0,2
XY-LYI,274,4.0,1
XY-LYI,276,1.0,1
XY-LYI,277,3.0,1
XY-LYI,278,1.0,1
XY-LYI,280,3.0,1
XY-LYI,281,2.0,1
XY-LYI,282,5.0,2
XY-LYI,283,3.0,2
XY-LYI,284,5.0,1
XY-LYI,285,4.0,2
XY-LYI,286,5.0,3
XY-LYI,287,5.0,3
XY-LYI,289,4.0,1
XY-LYI,290,9.0,2
XY-LYI,291,2.0,1
XY-LYI,293,5.0,1
XY-LYI,294,2.0,2
XY-LYI,295,7.0,4
XY-LYI,296,5.0,1
XY-LYI,297,6.0,2
XY-LYI,298,10.0,3
XY-LYI,299,3.0,2
XY-LYI,300,5.0,2
XY-LYI,302,1.0,1
XY-LYI,303,2.0,1
XY-LYI,304,10.0,2
XY-LYI,305,5.0,1
XY-LYI,306,2.0,1
XY-LYI,307,1.0,1
XY-LYI,308,6.0,2
XY-LYI,309,12.0,3
XY-LYI,310,2.0,2
XY-LYI,312,5.0,1
XY-LYI,313,1.0,1
XY-LYI,314,4.0,1
XY-LYI,315,6.0,2
XY-LYI,316,8.0,2
XY-LYI,318,2.0,1
XY-LYI,319,3.0,3
XY-LYI,320,5.0,1
XY-LYI,322,8.0,4
XY-LYI,323,6.0,2
XY-LYI,325,6.0,2
XY-LYI,326,5.0,1
XY-LYI,327,3.0,1
XY-LYI,328,2.0,2
XY-LYI,329,6.0,2
XY-LYI,331,5.0,1
XY-LYI,332,1.0,1
XY-LYI,333,3.0,2
XY-LYI,334,1.0,1
XY-LYI,335,2.0,1
XY-LYI,336,7.0,3
XY-LYI,337,5.0,3
XY-LYI,338,3.0,1
XY-LYI,339,6.0,2
XY-LYI,340,4.0,4
XY-LYI,341,5.0,1
XY-LYI,342,3.0,1
XY-LYI,344,4.0,1
XY-LYI,345,7.0,2
XY-LYI,346,5.0,2
XY-LYI,348,6.0,2
XY-LYI,349,5.0,3
XY-LYI,350,1.0,1
XY-LYI,351,5.0,1
XY-LYI,352,6.0,2
XY-LYI,353,3.0,2
XY-LYI,354,8.0,2
XY-LYI,355,4.0,2
XY-LYI,357,1.0,1
XY-LYI,358,3.0,1
XY-LYI,359,8.0,3
XY-LYI,360,8.0,2
XY-LYI,361,5.0,1
XY-LYI,364,4.0,1
XY-LZW,1,4.0,2
XY-LZW,2,2.0,1
XY-LZW,5,5.0,4
XY-LZW,6,8.0,3
XY-LZW,7,4.0,1
XY-LZW,8,4.0,1
XY-LZW,9,4.0,1
XY-LZW,11,1.0,1
XY-LZW,12,5.0,2
XY-LZW,13,3.0,1
XY-LZW,14,3.0,1
XY-LZW,15,3.0,1
XY-LZW,16,1.0,1
XY-LZW,17,4.0,2
XY-LZW,18,4.0,2
XY-LZW,19,1.0,1
XY-LZW,20,2.0,1
XY-LZW,21,6.0,2
XY-LZW,22,6.0,2
XY-LZW,23,5.0,1
XY-LZW,24,2.0,1
XY-LZW,25,8.0,3
XY-LZW,26,2.0,1
XY-LZW,27,6.0,3
XY-LZW,28,3.0,1
XY-LZW,29,9.0,4
XY-LZW,30,5.0,2
XY-LZW,31,3.0,2
XY-LZW,32,1.0,1
XY-LZW,33,4.0,1
XY-LZW,34,4.0,1
XY-LZW,35,4.0,4
XY-LZW,37,7.0,3
XY-LZW,38,5.0,2
XY-LZW,39,1.0,1
XY-LZW,40,1.0,1
XY-LZW,41,2.0,2
XY-LZW,42,7.0,3
XY-LZW,44,4.0,1
XY-LZW,46,4.0,2
XY-LZW,47,4.0,1
XY-LZW,48,3.0,1
XY-LZW,50,2.0,2
XY-LZW,51,3.0,1
XY-LZW,52,3.0,1
XY-LZW,53,2.0,1
XY-LZW,54,5.0,2
XY-LZW,55,5.0,2
XY-LZW,56,5.0,1
XY-LZW,57,5.0,1
XY-LZW,59,2.0,1
XY-LZW,61,8.0,3
XY-LZW,62,1.0,1
XY-LZW,63,5.0,2
XY-LZW,64,9.0,3
XY-LZW,67,4.0,2
XY-LZW,68,6.0,2
XY-LZW,69,5.0,3
XY-LZW,70,1.0,1
XY-LZW,71,7.0,4
XY-LZW,72,5.0,2
XY-LZW,73,9.0,3
XY-LZW,74,4.0,2
XY-LZW,75,9.0,2
XY-LZW,77,1.0,1
XY-LZW,79,4.0,1
XY-LZW,81,3.0,1
XY-LZW,82,7.0,3
XY-LZW,83,1.0,1
XY-LZW,84,2.0,1
XY-LZW,86,4.0,2
XY-LZW,87,7.0,2
XY-LZW,88,1.0,1
XY-LZW,90,9.0,3
XY-LZW,92,2.0,2
XY-LZW,93,9.0,2
XY-LZW,95,2.0,2
XY-LZW,96,10.0,3
XY-LZW,98,5.0,1
XY-LZW,101,6.0,2
XY-LZW,103,5.0,3
XY-LZW,106,7.0,3
XY-LZW,107,9.0,2
XY-LZW,108,5.0,2
XY-LZW,109,2.0,2
XY-LZW,111,4.0,2
XY-LZW,112,2.0,2
XY-LZW,113,6.0,2
XY-LZW,114,2.0,1
XY-LZW,116,2.0,2
XY-LZW,117,1.0,1
XY-LZW,118,2.0,1
XY-LZW,119,2.0,1
XY-LZW,120,2.0,2
XY-LZW,121,4.0,1
XY-LZW,122,2.0,1
XY-LZW,123,4.0,1
XY-LZW,124,4.0,3
XY-LZW,125,3.0,2
XY-LZW,126,1.0,1
XY-LZW,127,7.0,3
XY-LZW,128,7.0,2
XY-LZW,129,1.0,1
XY-LZW,130,2.0,2
XY-LZW,131,2.0,2
XY-LZW,132,7.0,3
XY-LZW,133,4.0,1
XY-LZW,134,6.0,3
XY-LZW,135,2.0,1
XY-LZW,136,6.0,2
XY-LZW,137,3.0,1
XY-LZW,138,6.0,2
XY-LZW,139,8.0,3
XY-LZW,140,3.0,2
XY-LZW,141,4.0,1
XY-LZW,142,5.0,2
XY-LZW,143,7.0,3
XY-LZW,144,4.0,1
XY-LZW,145,1.0,1
XY-LZW,146,5.0,1
XY-LZW,147,5.0,3
XY-LZW,148,2.0,1
XY-LZW,149,1.0,1
XY-LZW,150,3.0,2
XY-LZW,152,1.0,1
XY-LZW,153,1.0,1
XY-LZW,154,6.0,2
XY-LZW,155,1.0,1
XY-LZW,156,9.0,2
XY-LZW,157,10.0,2
XY-LZW,158,3.0,1
XY-LZW,160,4.0,2
XY-LZW,162,2.0,1
XY-LZW,163,5.0,1
XY-LZW,164,3.0,2
XY-LZW,166,3.0,1
XY-LZW,167,4.0,2
XY-LZW,168,3.0,2
XY-LZW,169,5.0,1
XY-LZW,170,5.0,1
XY-LZW,174,5.0,3
XY-LZW,175,4.0,2
XY-LZW,176,3.0,1
XY-LZW,177,3.0,1
XY-LZW,178,2.0,1
XY-LZW,179,3.0,1
XY-LZW,180,1.0,1
XY-LZW,181,1.0,1
XY-LZW,183,5.0,1
XY-LZW,184,1.0,1
XY-LZW,185,4.0,1
XY-LZW,186,8.0,3
XY-LZW,187,10.0,4
XY-LZW,191,1.0,1
XY-LZW,193,4.0,1
XY-LZW,194,8.0,2
XY-LZW,195,4.0,1
XY-LZW,196,3.0,1
XY-LZW,198,1.0,1
XY-LZW,199,1.0,1
XY-LZW,200,1.0,1
XY-LZW,204,7.0,4
XY-LZW,205,7.0,2
XY-LZW,206,1.0,1
XY-LZW,207,2.0,1
XY-LZW,208,4.0,1
XY-LZW,209,5.0,2
XY-LZW,210,4.0,3
XY-LZW,211,3.0,1
XY-LZW,212,3.0,1
XY-LZW,213,1.0,1
XY-LZW,214,5.0,1
XY-LZW,215,1.0,1
XY-LZW,216,3.0,1
XY-LZW,217,3.0,2
XY-LZW,218,8.0,2
XY-LZW,219,5.0,1
XY-LZW,220,5.0,1
XY-LZW,221,2.0,2
XY-LZW,225,4.0,2
XY-LZW,226,5.0,2
XY-LZW,228,4.0,1
XY-LZW,230,10.0,2
XY-LZW,231,3.0,2
XY-LZW,232,8.0,2
XY-LZW,233,9.0,3
XY-LZW,237,4.0,1
XY-LZW,238,3.0,1
XY-LZW,239,3.0,2
XY-LZW,240,8.0,2
XY-LZW,242,9.0,2
XY-LZW,243,1.0,1
XY-LZW,244,4.0,1
XY-LZW,246,9.0,3
XY-LZW,247,8.0,2
XY-LZW,248,3.0,1
XY-LZW,249,3.0,2
XY-LZW,250,1.0,1
XY-LZW,251,3.0,3
XY-LZW,252,5.0,2
XY-LZW,253,2.0,2
XY-LZW,254,3.0,2
XY-LZW,255,2.0,1
XY-LZW,257,4.0,3
XY-LZW,261,1.0,1
XY-LZW,262,5.0,1
XY-LZW,263,2.0,2
XY-LZW,265,5.0,2
XY-LZW,266,1.0,1
XY-LZW,267,2.0,2
XY-LZW,268,2.0,2
XY-LZW,269,8.0,3
XY-LZW,270,6.0,2
XY-LZW,272,7.0,2
XY-LZW,273,5.0,1
XY-LZW,274,3.0,1
XY-LZW,275,2.0,1
XY-LZW,279,5.0,1
XY-LZW,280,3.0,1
XY-LZW,281,3.0,1
XY-LZW,282,1.0,1
XY-LZW,283,1.0,1
XY-LZW,284,1.0,1
XY-LZW,286,12.0,3
XY-LZW,287,3.0,1
XY-LZW,289,1.0,1
XY-LZW,290,5.0,2
XY-LZW,293,9.0,3
XY-LZW,294,5.0,1
XY-LZW,295,1.0,1
XY-LZW,296,6.0,2
XY-LZW,297,4.0,1
XY-LZW,298,4.0,2
XY-LZW,299,1.0,1
XY-LZW,300,6.0,2
XY-LZW,301,1.0,1
XY-LZW,302,4.0,1
XY-LZW,303,5.0,1
XY-LZW,304,4.0,2
XY-LZW,305,2.0,2
XY-LZW,306,4.0,3
XY-LZW,307,6.0,2
XY-LZW,308,1.0,1
XY-LZW,310,6.0,2
XY-LZW,312,2.0,1
XY-LZW,314,2.0,2
XY-LZW,317,7.0,3
XY-LZW,318,3.0,2
XY-LZW,320,7.0,2
XY-LZW,322,1.0,1
XY-LZW,323,4.0,2
XY-LZW,324,2.0,1
XY-LZW,325,3.0,1
XY-LZW,326,4.0,1
XY-LZW,327,1.0,1
XY-LZW,329,3.0,2
XY-LZW,331,3.0,3
XY-LZW,332,10.0,5
XY-LZW,333,2.0,2
XY-LZW,334,5.0,2
XY-LZW,335,8.0,3
XY-LZW,337,1.0,1
XY-LZW,338,1.0,1
XY-LZW,339,5.0,1
XY-LZW,340,4.0,2
XY-LZW,341,4.0,2
XY-LZW,343,4.0,1
XY-LZW,344,3.0,1
XY-LZW,345,4.0,2
XY-LZW,347,1.0,1
XY-LZW,348,1.0,1
XY-LZW,349,1.0,1
XY-LZW,350,4.0,2
XY-LZW,351,1.0,1
XY-LZW,352,6.0,2
XY-LZW,353,3.0,1
XY-LZW,354,6.0,2
XY-LZW,355,8.0,2
XY-LZW,356,10.0,3
XY-LZW,358,3.0,1
XY-LZW,360,11.0,3
XY-LZW,361,5.0,3
XY-LZW,362,9.0,4
XY-LZW,363,1.0,1
XY-LZX,1,1.0,1
XY-LZX,2,8.0,3
XY-LZX,3,5.0,1
XY-LZX,4,10.0,3
XY-LZX,6,2.0,1
XY-LZX,7,1.0,1
XY-LZX,9,3.0,1
XY-LZX,11,7.0,2
XY-LZX,12,4.0,3
XY-LZX,13,2.0,2
XY-LZX,14,4.0,1
XY-LZX,15,6.0,2
XY-LZX,16,6.0,2
XY-LZX,17,2.0,1
XY-LZX,18,6.0,3
XY-LZX,19,7.0,2
XY-LZX,20,2.0,1
XY-LZX,21,9.0,2
XY-LZX,22,1.0,1
XY-LZX,23,7.0,3
XY-LZX,24,1.0,1
XY-LZX,25,3.0,1
XY-LZX,26,7.0,2
XY-LZX,27,1.0,1
XY-LZX,28,2.0,1
XY-LZX,29,11.0,4
XY-LZX,30,4.0,1
XY-LZX,31,6.0,2
XY-LZX,32,6.0,2
XY-LZX,33,6.0,2
XY-LZX,34,8.0,3
XY-LZX,35,1.0,1
XY-LZX,36,5.0,2
XY-LZX,39,3.0,1
XY-LZX,40,6.0,2
XY-LZX,42,11.0,3
XY-LZX,43,5.0,2
XY-LZX,44,3.0,1
XY-LZX,45,2.0,1
XY-LZX,47,7.0,3
XY-LZX,48,4.0,1
XY-LZX,49,2.0,1
XY-LZX,50,1.0,1
XY-LZX,51,4.0,1
XY-LZX,53,2.0,1
XY-LZX,54,2.0,1
XY-LZX,55,3.0,2
XY-LZX,56,10.0,3
XY-LZX,57,4.0,1
XY-LZX,59,2.0,1
XY-LZX,60,5.0,1
XY-LZX,61,4.0,1
XY-LZX,63,5.0,1
XY-LZX,64,3.0,1
XY-LZX,66,5.0,1
XY-LZX,67,11.0,3
XY-LZX,69,2.0,1
XY-LZX,71,5.0,2
XY-LZX,73,5.0,1
XY-LZX,74,4.0,1
XY-LZX,75,13.0,3
XY-LZX,76,1.0,1
XY-LZX,77,1.0,1
XY-LZX,78,2.0,1
XY-LZX,79,3.0,2
XY-LZX,80,1.0,1
XY-LZX,82,3.0,1
XY-LZX,83,3.0,1
XY-LZX,84,8.0,2
XY-LZX,85,3.0,2
XY-LZX,86,3.0,2
XY-LZX,87,4.0,1
XY-LZX,88,9.0,3
XY-LZX,89,5.0,2
XY-LZX,90,9.0,2
XY-LZX,93,2.0,1
XY-LZX,94,1.0,1
XY-LZX,95,1.0,1
XY-LZX,97,10.0,2
XY-LZX,98,1.0,1
XY-LZX,100,7.0,3
XY-LZX,101,2.0,2
XY-LZX,102,5.0,2
XY-LZX,103,2.0,2
XY-LZX,104,5.0,2
XY-LZX,105,5.0,1
XY-LZX,106,4.0,1
XY-LZX,107,6.0,2
XY-LZX,108,3.0,1
XY-LZX,109,1.0,1
XY-LZX,110,5.0,3
XY-LZX,111,1.0,1
XY-LZX,112,1.0,1
XY-LZX,113,1.0,1
XY-LZX,115,1.0,1
XY-LZX,116,3.0,2
XY-LZX,121,1.0,1
XY-LZX,122,5.0,1
XY-LZX,123,3.0,1
XY-LZX,124,1.0,1
XY-LZX,126,1.0,1
XY-LZX,127,1.0,1
XY-LZX,128,1.0,1
XY-LZX,129,4.0,1
XY-LZX,132,4.0,1
XY-LZX,133,1.0,1
XY-LZX,134,5.0,1
XY-LZX,137,5.0,1
XY-LZX,138,6.0,2
XY-LZX,140,4.0,2
XY-LZX,141,5.0,1
XY-LZX,143,5.0,3
XY-LZX,144,5.0,2
XY-LZX,145,1.0,1
XY-LZX,146,5.0,1
XY-LZX,149,2.0,2
XY-LZX,150,6.0,2
XY-LZX,151,5.0,3
XY-LZX,152,3.0,2
XY-LZX,153,9.0,2
XY-LZX,154,1.0,1
XY-LZX,155,1.0,1
XY-LZX,156,7.0,2
XY-LZX,157,5.0,2
XY-LZX,159,7.0,3
XY-LZX,161,5.0,2
XY-LZX,162,2.0,1
XY-LZX,163,4.0,1
XY-LZX,166,7.0,4
XY-LZX,167,1.0,1
XY-LZX,168,1.0,1
XY-LZX,169,7.0,3
XY-LZX,170,5.0,2
XY-LZX,171,1.0,1
XY-LZX,173,5.0,2
XY-LZX,174,2.0,1
XY-LZX,175,6.0,2
XY-LZX,176,6.0,2
XY-LZX,178,1.0,1
XY-LZX,179,1.0,1
XY-LZX,180,1.0,1
XY-LZX,181,3.0,1
XY-LZX,182,2.0,1
XY-LZX,183,5.0,2
XY-LZX,184,2.0,1
XY-LZX,185,2.0,1
XY-LZX,186,9.0,3
XY-LZX,187,5.0,1
XY-LZX,188,4.0,1
XY-LZX,189,6.0,4
XY-LZX,190,2.0,2
XY-LZX,191,6.0,2
XY-LZX,192,1.0,1
XY-LZX,194,1.0,1
XY-LZX,195,2.0,1
XY-LZX,196,5.0,2
XY-LZX,197,5.0,1
XY-LZX,199,5.0,1
XY-LZX,200,4.0,2
XY-LZX,202,6.0,3
XY-LZX,203,6.0,3
XY-LZX,205,3.0,1
XY-LZX,207,2.0,2
XY-LZX,208,1.0,1
XY-LZX,209,5.0,1
XY-LZX,210,3.0,2
XY-LZX,211,4.0,2
XY-LZX,213,4.0,2
XY-LZX,216,3.0,2
XY-LZX,218,5.0,1
XY-LZX,220,5.0,1
XY-LZX,222,2.0,2
XY-LZX,226,3.0,2
XY-LZX,227,6.0,2
XY-LZX,228,1.0,1
XY-LZX,230,6.0,2
XY-LZX,231,3.0,2
XY-LZX,232,4.0,3
XY-LZX,233,4.0,1
XY-LZX,234,6.0,2
XY-LZX,235,4.0,1
XY-LZX,236,10.0,3
XY-LZX,238,6.0,2
XY-LZX,239,7.0,3
XY-LZX,240,8.0,2
XY-LZX,241,5.0,1
XY-LZX,242,5.0,2
XY-LZX,244,6.0,3
XY-LZX,246,2.0,2
XY-LZX,247,6.0,2
XY-LZX,248,3.0,1
XY-LZX,249,5.0,2
XY-LZX,250,7.0,2
XY-LZX,252,5.0,1
XY-LZX,253,2.0,1
XY-LZX,254,2.0,1
XY-LZX,255,2.0,1
XY-LZX,256,4.0,2
XY-LZX,257,2.0,1
XY-LZX,258,5.0,1
XY-LZX,260,11.0,4
XY-LZX,262,2.0,1
XY-LZX,263,3.0,1
XY-LZX,264,9.0,4
XY-LZX,265,4.0,2
XY-LZX,266,5.0,2
XY-LZX,267,2.0,1
XY-LZX,268,3.0,2
XY-LZX,270,6.0,2
XY-LZX,271,5.0,1
XY-LZX,273,1.0,1
XY-LZX,274,3.0,1
XY-LZX,275,6.0,2
XY-LZX,277,11.0,3
XY-LZX,278,5.0,1
XY-LZX,279,2.0,1
XY-LZX,281,4.0,1
XY-LZX,282,6.0,2
XY-LZX,285,9.0,3
XY-LZX,286,9.0,3
XY-LZX,287,2.0,1
XY-LZX,288,1.0,1
XY-LZX,290,4.0,3
XY-LZX,291,3.0,1
XY-LZX,292,4.0,2
XY-LZX,293,1.0,1
XY-LZX,294,9.0,2
XY-LZX,296,4.0,3
XY-LZX,297,1.0,1
XY-LZX,298,4.0,2
XY-LZX,299,8.0,2
XY-LZX,300,2.0,1
XY-LZX,302,6.0,2
XY-LZX,303,5.0,1
XY-LZX,304,3.0,2
XY-LZX,305,10.0,2
XY-LZX,307,4.0,1
XY-LZX,308,7.0,2
XY-LZX,309,1.0,1
XY-LZX,310,3.0,2
XY-LZX,312,3.0,3
XY-LZX,313,5.0,2
XY-LZX,314,5.0,1
XY-LZX,315,10.0,3
XY-LZX,316,3.0,2
XY-LZX,317,3.0,1
XY-LZX,318,5.0,1
XY-LZX,319,2.0,1
XY-LZX,320,1.0,1
XY-LZX,321,3.0,2
XY-LZX,322,5.0,2
XY-LZX,323,2.0,1
XY-LZX,325,3.0,2
XY-LZX,326,5.0,1
XY-LZX,327,5.0,3
XY-LZX,329,7.0,2
XY-LZX,330,2.0,1
XY-LZX,331,3.0,1
XY-LZX,332,5.0,2
XY-LZX,334,7.0,2
XY-LZX,335,4.0,2
XY-LZX,336,2.0,1
XY-LZX,337,3.0,1
XY-LZX,338,2.0,1
XY-LZX,339,1.0,1
XY-LZX,340,3.0,1
XY-LZX,341,7.0,2
XY-LZX,342,4.0,4
XY-LZX,344,2.0,1
XY-LZX,345,9.0,2
XY-LZX,346,5.0,1
XY-LZX,348,7.0,2
XY-LZX,349,5.0,3
XY-LZX,350,1.0,1
XY-LZX,351,2.0,1
XY-LZX,353,5.0,1
XY-LZX,354,7.0,3
XY-LZX,355,1.0,1
XY-LZX,356,1.0,1
XY-LZX,357,7.0,4
XY-LZX,358,5.0,2
XY-LZX,359,10.0,2
XY-LZX,361,5.0,1
XY-LZX,362,9.0,3
XY-LZX,363,4.0,2
XY-LZX,364,5.0,1
XY-MAB,2,5.0,2
XY-MAB,3,5.0,2
XY-MAB,6,5.0,1
XY-MAB,7,5.0,2
XY-MAB,8,3.0,3
XY-MAB,9,1.0,1
XY-MAB,10,1.0,1
XY-MAB,11,9.0,2
XY-MAB,12,5.0,1
XY-MAB,13,4.0,2
XY-MAB,14,2.0,1
XY-MAB,15,8.0,2
XY-MAB,16,5.0,1
XY-MAB,17,2.0,1
XY-MAB,20,5.0,2
XY-MAB,21,3.0,1
XY-MAB,23,2.0,1
XY-MAB,24,6.0,2
XY-MAB,26,2.0,1
XY-MAB,27,4.0,2
XY-MAB,28,1.0,1
XY-MAB,29,6.0,3
XY-MAB,31,5.0,2
XY-MAB,32,6.0,3
XY-MAB,34,4.0,1
XY-MAB,35,4.0,1
XY-MAB,36,1.0,1
XY-MAB,37,6.0,2
XY-MAB,38,3.0,1
XY-MAB,39,1.0,1
XY-MAB,40,2.0,1
XY-MAB,41,6.0,2
XY-MAB,43,5.0,3
XY-MAB,44,5.0,1
XY-MAB,45,2.0,1
XY-MAB,46,4.0,1
XY-MAB,47,1.0,1
XY-MAB,48,1.0,1
XY-MAB,49,5.0,2
XY-MAB,50,5.0,3
XY-MAB,51,6.0,2
XY-MAB,52,7.0,3
XY-MAB,53,5.0,1
XY-MAB,55,3.0,1
XY-MAB,56,1.0,1
XY-MAB,57,4.0,1
XY-MAB,58,6.0,3
XY-MAB,60,7.0,2
XY-MAB,62,6.0,2
XY-MAB,63,4.0,1
XY-MAB,64,3.0,1
XY-MAB,65,4.0,2
XY-MAB,67,8.0,3
XY-MAB,68,2.0,1
XY-MAB,69,5.0,2
XY-MAB,70,1.0,1
XY-MAB,72,10.0,3
XY-MAB,73,3.0,2
XY-MAB,74,6.0,3
XY-MAB,75,1.0,1
XY-MAB,76,8.0,3
